0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
egawa, harada, hasegawa, hoshi, kaida, kasai, kawai, kushida, saito, sakuma, sekiguti, taguti, terasawa, yokoduki, c, terasawa2, terasawa3
